spot_id,B-cells,CAFs,Cancer Epithelial,Cycling T-cells,Endothelial,Myeloid,NK cells,NKT cells,Normal Epithelial,PVL,Plasmablasts,T cells CD4+,T cells CD8+
mix_0020_depth25,0.0,0.0,0.15078285021601992,0.018377721963051253,0.0,0.016695668687881512,0.0,0.0,0.632443374206516,0.0,0.0,0.0,0.0
mix_0021_depth100,0.0,0.0,0.10121171374851819,0.0,0.0,0.0,0.0,0.0,0.8774044449563055,0.0,0.0,0.0,0.0
mix_0021_depth25,0.0,0.0,0.15517616120111608,0.0,0.0,0.0,0.0,0.0,0.8238439915045755,0.0,0.0,0.0,0.0
mix_0022_depth100,0.0,0.0,0.3691103033013673,0.03381329601373845,0.0,0.01823187277847211,0.0,0.05620262204442387,0.38718944833407337,0.0,0.0,0.0,0.0
mix_0022_depth25,0.0,0.0,0.3713906519559299,0.0,0.050742360464698356,0.0,0.0,0.05171107928951089,0.3855843702943003,0.0,0.0,0.0,0.0
mix_0023_depth100,0.0,0.0,0.5073389448823451,0.0,0.003216373734475631,0.002269893407812263,0.0,0.06671808154864184,0.29129998687086295,0.0,0.0,0.0,0.0
mix_0023_depth25,0.0,0.0,0.49979570852205746,0.0,0.0,0.0,0.0,0.057338031777737865,0.2951278823485632,0.0,0.0,0.0,0.0
mix_0024_depth100,0.0,0.0,0.37847265590866713,0.030353415434109403,0.0,0.13305520796511924,0.0,0.0,0.2882342588963013,0.0,0.0,0.0,0.0
mix_0024_depth25,0.0,0.0,0.37628091336766406,0.03345548888295131,0.0,0.13129096472980462,0.0,0.0,0.2849230630938491,0.0,0.0,0.0,0.0
mix_0025_depth100,0.0,0.0,0.33684708543829306,0.11621462983691855,0.0,0.0731900738292402,0.0,0.0,0.25865226676054703,0.0,0.0,0.0,0.0
mix_0025_depth25,0.0,0.0,0.3063465480404581,0.15314184426665944,0.0,0.06140478187188929,0.0,0.0,0.26724546050857595,0.0,0.0,0.0,0.0
mix_0026_depth100,0.0,0.0,0.45676978421207043,0.03738474182595695,0.0,0.07680314625861238,0.0,0.0,0.15542946940783273,0.048744664805491944,0.0,0.0,0.0
mix_0026_depth25,0.0,0.0,0.43962621715581973,0.08265998159477293,0.0,0.07187426788518142,0.0,0.0,0.16020668459116805,0.03040570584125966,0.0,0.0,0.0
